meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,composer
-0.6967438527343575,-0.8885235344728827,-0.4241517327271003,-0.8014673785288592,0.46018650497948466,0.12293409374084918,-0.2447014418242205,-0.6395351227472899,-0.5892791485244318,-0.622902014242471,0.40953758329074463,-0.6539581460323761,0.186643920754427,-0.692943463900836,0.3762854613934138,-0.23875168603811026,0.34814326623471487,-0.2190254717602178,-0.11911832537637551,-0.12992762178047323,0.14024853497240627,-0.3337454709517552,0.5043576061581602,-0.5365502675804655,0.24477772622467137,-0.5254689986149234,0.12056120788198185,-0.29328293924698845,-0.33096463366024614,-0.6597128232447389,-0.2966085675028199,-0.0630642682316469,-0.12599040509677917,0.10506535360533897,-0.1105902437398377,-0.19408185802561162,Schubert
-0.5125543064451112,-0.7788927655976602,-0.09258988257673684,-0.5139997546855024,0.3143825211286555,0.41023086864277847,-0.0556319773633378,-0.4782210764398883,-0.24841799709724266,-0.27885842838469677,0.18378067139589027,-0.42865661284413814,-0.02733304806775258,-0.3564472076077255,0.3611136981740819,0.4248920274036423,-0.10004566405121124,-0.05231059315579478,0.06497487045833676,0.15432016449759467,-0.16310803301813181,-0.14759634677410038,0.19000968311367805,-0.10486800626673798,-0.21177874046833445,-0.0007215656305414875,0.0639563882902453,-0.14673541193278639,-0.20768748809663437,-0.011169983750687562,-0.14447805315776024,-0.24204266748541148,-0.05741826520486534,-0.21296020634687052,-0.1522870425156423,-0.3694258294863869,Schubert
-0.515205804631164,-0.8212106756726547,0.07854695138852907,-0.7226352423113502,0.44763052887307175,0.453474458829914,0.27878507696755084,-0.7147543311927533,0.023376874697629058,-0.5993752709899356,-0.13523615638383213,-0.8139956195462452,0.3155687055622268,-0.6387611778553313,0.7333283580637248,-0.617197420746295,0.52144821523741,-0.7100108805213681,0.2900499230075423,-0.5097581128381142,0.31453730823611536,-0.5297541450198359,0.3113996410478739,-0.770998064100568,-0.005818213177894965,-0.563092348485052,0.3949693197157427,-0.6767331233065347,0.0039906345023827195,-0.48190192729769366,0.18808501822683468,-0.38403138666045666,0.029818232707352094,-0.4664659396131312,0.1520349655606018,-0.3264218360477149,Schubert
-0.7509383257938818,-0.8646142974312508,-0.3274617326459648,-0.7000618948403501,0.3359197820465778,0.32287523873469937,-0.06840282770654182,-0.661910744224555,-0.4472568940493471,-0.5190357084244958,0.2027106539397363,-0.6819206086361407,0.23312073514145504,-0.26536952762312904,0.532390916489839,-0.13001924137868714,0.40018482768974645,-0.3622918097207759,0.26071756582894534,-0.4736632544767001,0.11217410894642882,-0.266316097045461,0.23867203416564298,-0.5066474024941598,0.14513197554533805,-0.6698307647521979,0.057073374132738636,-0.7822161501841192,-0.13307040648305962,-0.7087931041804566,0.015648583428921822,-0.7035899625808151,-0.11780280029094992,-0.5225816452339056,-0.3127785815381046,-0.7487818124894952,Schubert
-0.8607246831190934,-0.8876922521016389,-0.7640269826465629,-0.6036850929203327,0.1836359049047256,-0.1685613718679384,-0.7240358949138044,-0.12413554631444623,-0.8239380745041124,-0.562107955476344,-0.20259849315271317,0.384625806177729,0.2717974744955997,-0.5588803439363055,-0.12634392008732373,-0.48061093241854524,0.6687716508967965,-0.4430165328505091,0.21799042757605228,-0.36391135229518534,0.49797028459759207,-0.6308626058249297,0.3389475244283675,-0.6921669077934204,0.2521298353870764,-0.7589276839913661,0.15668866174917034,-0.8280523882271014,-0.07908811955427772,-0.7399130317193394,-0.04240439955006256,-0.7930087523880591,0.1124540912430369,-0.8583402011656589,0.13826572336981174,-0.653216422001683,Schubert
-0.7630133918573924,-0.7642145557507751,-0.6294908215231079,-0.39524989558588297,-0.09282294647605216,0.04412619130382556,-0.6972998811454507,-0.09199414115549742,-0.7503047895500727,-0.41371210414429316,-0.18692804190477652,0.4280737925027178,-0.1584719206760794,0.044220372881548675,-0.16314547064254992,-0.186482319898982,0.3839524731182454,-0.28793802988082995,0.09163101339855796,0.42217304884868945,0.3749929277136914,-0.05537543953686064,0.05099151361207899,0.09366561571835619,0.0412565972026141,-0.2847451832393071,0.20534491390153636,-0.5781066244981284,0.1361202246199098,-0.4100524911271919,0.1270262468989226,-0.46460242117564443,0.21553746768566928,-0.6425505203974002,0.16176044704954698,-0.6709633970540279,Schubert
-0.8678729789044655,-0.9062499481835009,-0.7850176598395862,-0.5494879812840503,-0.0076242586248604916,-0.2456755832672688,-0.7792848000808574,-0.28049098911072123,-0.8597387518142237,-0.5802819553746348,-0.014926941402675364,0.6582379703480221,0.13523537753367815,-0.21489010344535786,0.0051775311148380965,-0.17687708860377005,0.752627764101558,-0.2297828204368001,0.0604795488392642,-0.1267197994542879,0.31298124701184454,-0.35055541467854834,0.09603410545405675,-0.2178098734530125,0.006941048574764519,-0.18002584562106128,0.04178994505536768,-0.4202418793302215,-0.09120263927444949,-0.5281230578300847,-0.06081455947026954,-0.6498830431831112,0.13562018434949152,-0.6594953859683871,0.039114111005597946,-0.7601633978143207,Schubert
-0.2686164733282572,-0.7419852679475913,0.30483555529414086,-0.5752588200188107,0.5381190615775706,0.5694338328853012,0.293911039241449,-0.6511708390579777,0.16985002418964656,-0.5424881433570344,-0.14828498000899315,-0.6771943923901781,0.20285207824513452,-0.7472751736858678,0.37212639084559673,-0.5574515217029965,0.202299146534894,-0.537158109688405,0.25178100978735907,-0.4939158725840276,0.029775321243927955,-0.3188961140889871,0.25440288107994946,-0.25504628111016103,-0.23773687256066295,-0.009571981112547645,-0.37689001900009367,0.0027155950788071426,-0.4775220443646156,0.018281246490439607,-0.1971806016462082,-0.10108507638532149,-0.22412702060698536,0.05252148099611942,-0.22824145560617962,-0.08173662855155239,Schubert
-0.5318851614636986,-0.8871673379295157,-0.011621092364246133,-0.9716822643725194,0.4538812334851685,0.3809753548646748,0.06600818576496237,-0.5974235723774808,-0.130391872278665,-0.7501814863495166,0.027587209640169252,-0.8084680457640325,-0.1877582494737905,-0.3017891083345927,0.5574759188842238,-0.7905566062945311,0.5724017724288448,-0.5713594741342953,0.07061311482833019,-0.3670643170867379,0.32466373718079516,-0.48844826325206636,0.365861999660351,-0.6111318525628624,-0.08516702386841651,-0.47886259431857137,0.06431148486134383,-0.6981387688565868,-0.14678566192292475,-0.7839633576700372,-0.092095717139137,-0.7853346753886665,0.023919485709002652,-0.656599255718598,0.695182491844625,-0.5903420204947823,Schubert
1.0000000000000002,0.9973696547374109,0.6054305070629873,1.0,0.01532975620571575,0.6344634246437053,0.08367876246880401,0.4616989971919918,0.20859216255442647,0.9990618221316958,-0.2539970812631921,0.344746209072764,0.25202206087306334,-0.45927579881162894,-0.126584390245089,-0.47147576766673405,0.4913613922615996,-0.6997902300189949,-0.06526141343861222,-0.22840361369531226,0.269754870475048,-0.21339810916340385,0.23479679503984482,-0.4812855972788579,0.19836707627631783,-0.4770763093780088,0.17931851562261333,-0.6804694099409987,0.025995963836722476,-0.748267528794192,0.08897618034660094,-0.7570346251784056,0.2379870615643135,-0.5296898207973995,-0.006270172388586029,-0.5891278543908682,Schubert
