meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.7244233439333542,-0.6692022505337651,-0.4459595066416867,-0.27771115991030304,0.1579259945611322,0.03411280416876328,-0.3929508465058066,-0.26392732189459733,-0.5495113691340109,-0.31189793747994965,0.4078263279120511,0.12283769918143461,-0.1988743455979699,-0.6581708434342708,0.38696575508606934,-0.28166777007057053,0.4659766623999385,-0.542797304680386,-0.27803030355665614,-0.5333938174970709,0.03649471032417628,-0.6799074800523063,0.24088285623670289,-0.709815037267923,0.2544195962429219,-0.7731949658662415,0.13594267118875447,-0.7868389643638479,-0.3027836065620695,-0.7392379886503984,-0.45055719781399167,-0.5308438212669967,-0.04262522568917099,-0.7236506198547175,-0.44723413886704083,-0.793019652757922,"Series([], Name: composer, dtype: object)"
-0.73232409190666,-0.8297565486948772,-0.22494031311579465,-0.7098493299182691,0.1437373241576685,0.49727475320646786,0.028154502348334054,-0.35662705229328506,-0.2758780841799712,-0.5409804262242661,0.15610909997512534,-0.5728793592134399,-0.009493181491366506,0.020039749272451335,0.24408923201066468,-0.06566565792809032,0.3916733707828381,-0.5985470427582226,-0.010368559927819754,-0.004877408593877863,0.366379821733225,0.19536538969893757,0.392439305158841,-0.6529076675947006,0.43498373996359774,-0.5734642309721794,0.40870048527846464,-0.7883912699244672,-0.11179860096909452,-0.3714160580699948,-0.15148184955043897,-0.2716344708825048,0.15768327560367523,-0.647442914856163,-0.15352775530073706,-0.7510667751713307,"Series([], Name: composer, dtype: object)"
-0.7711470416983921,-0.9049613184593931,-0.25283832545763485,-0.6649041906889124,0.08118718430225336,0.5363028861261379,0.077337247165717,-0.3054313867697376,-0.2652926947266573,-0.41695379222340023,0.1825797180328943,-0.5265508797139664,0.1927502135559144,-0.45206550101384146,0.369609159268632,-0.3640027610483628,0.46175343300119376,-0.6598661405959412,0.1719833576740045,-0.2655180944989046,0.299873278292933,0.11794491795945938,0.38902588020699447,-0.538906019111592,0.4235088284481284,-0.6068864277027847,0.41372174135984796,-0.7667410855990681,-0.11837468618104793,-0.48677867550324194,-0.0956682623371515,-0.4162654866528087,0.14593417874582357,-0.486811710606047,-0.13478966386572563,-0.5871355393233013,"Series([], Name: composer, dtype: object)"
-0.5563040265149819,-0.7104645946233812,-0.18165707296841827,-0.3230579439063307,0.35947313001500447,0.19463459833481656,-0.16565512181425013,-0.26981967336600254,-0.2982293178519596,-0.35899197458442034,0.035537716745180914,-0.259093327119024,-0.341887774915678,-0.5696931216899835,0.48367396264759877,0.07577320418639055,0.28188575094676155,-0.7105631955192689,-0.20801219743225607,-0.781732253444105,0.07013128011991493,-0.3411615938862075,0.5680799966214996,-0.45700895098235583,0.3063856512742861,-0.8780749995612478,0.157260705127527,-0.7193446122469879,-0.31840557993047164,-0.6395905883434017,-0.09227495119894247,-0.5206823591645692,0.13630962935323776,-0.7657709741325461,-0.2647687759822047,-0.8402003697739024,"Series([], Name: composer, dtype: object)"
-0.7282035204013078,-0.9234397202471576,-0.13774222296196692,-0.5457720392612923,0.13168796110236825,0.5592108490160532,0.17932971706419876,-0.02250404109128401,-0.04818577648766342,-0.0704833836574017,0.13200801339482182,-0.4674884606754258,0.12168354625267676,-0.21644268690017066,0.2623466759754599,-0.37228772317739567,0.4804089354954888,-0.7017309607293745,0.09085230794029284,0.2803866974788751,0.40620259816270615,0.289945776667222,0.4799773167827837,-0.7224933430956519,0.4710417413566392,-0.7659128751004691,0.4597598009479185,-0.7527282116294942,-0.005256486613969345,-0.5237801388572025,-0.016984333995819154,-0.47482835968594295,0.24806488640761437,-0.6405187162992011,-0.05489725518432474,-0.7237166920414436,"Series([], Name: composer, dtype: object)"
-0.7569041967125005,-0.9108789367044972,-0.047216926928483005,-0.712126958120973,-0.016748108339323053,0.6960867091085854,0.31036286479434483,-0.3180561672969652,0.032762457668117806,-0.3957344104947318,-0.053455230947529464,-0.6212428549788056,0.2540006511740889,-0.2332289297815644,0.1134144924912236,-0.3170062373523912,0.3769846132738382,-0.6418186183611881,0.1675871423820415,-0.44014283782476826,0.49039557523308175,0.28268072428597657,0.41033133774346925,-0.8292735826863711,0.5034639268911377,-0.7488050960261828,0.3974258159509266,-0.7122722391744152,0.019219804529052358,-0.35512096372098867,-0.07045477664622199,-0.37664458568079595,0.21704335302749214,-0.5935872792702251,-0.04153971974908513,-0.756912906542891,"Series([], Name: composer, dtype: object)"
-0.7063286603663725,-0.734651910784581,-0.3900158538930958,-0.3212756835934467,0.2757302257716545,0.08366259060901848,-0.2854857040633023,0.008611718665705315,-0.4560038703434932,-0.24141518443956655,-0.02207805028349341,0.0014459024978872304,-0.07323993267633166,-0.5331784228153776,0.3058332545630579,0.2415331136636676,0.32308780677178095,-0.6775300896149403,-0.15915505968675342,-0.37399898118922537,0.1624486847011781,-0.5474285958728484,0.3446920838214863,-0.6506766205175594,0.31530408015392364,-0.7994589141743095,0.29684124131453277,-0.7067514382753193,-0.06287104957168907,-0.635058442829911,-0.285438055478691,-0.6942506735689387,0.048706537006856704,-0.722475974614732,-0.15631604465397458,-0.824268995987011,"Series([], Name: composer, dtype: object)"
-0.7150535226407488,-0.8638631349250075,-0.15188347475318742,-0.7059979885212521,0.16842631622570714,0.5240231899671972,0.16045510759307846,-0.3035125086957514,-0.12017416545718451,-0.39223817639589964,0.08107528389436314,-0.5948256656267146,0.0850324721385898,-0.36477534770002484,0.31939384709160457,-0.2697580721157894,0.3931814591171043,-0.7124199157268142,0.09367248793156632,0.7062018528048355,0.629953606906958,0.13924466015334014,0.5342207396845966,-0.6480042979068419,0.38249515170596954,-0.8429360857801981,0.5129016402574413,-0.7812296986406808,-0.018359678893108175,-0.5521119731579103,-0.02357266754781085,-0.36070071714057705,0.2727699944030628,-0.5376277712154479,0.030397596971596885,-0.6968992918685856,"Series([], Name: composer, dtype: object)"
-0.833331840372643,-0.958536921968671,-0.3065503788612025,-0.6801912498998051,0.08292510841197176,0.6472194966768661,0.11476930595802703,-0.32563486754476256,-0.31020803096274807,-0.29240194458556057,0.1624316799556078,-0.6053998646275767,0.32626543120425877,-0.6024716339779685,0.1972369182844113,-0.693429720399308,0.4703304921392939,-0.8067064887662181,0.16159674050389586,0.36722124881974083,0.6480606290207861,0.09936054120121329,0.5104782102115168,-0.6656938578246467,0.3928847845454906,-0.724244986084769,0.4070885344374523,-0.7837828943041076,0.14395573299867498,-0.6961321581408728,0.08521147323832824,-0.4564327559583907,0.26630787356472485,-0.47282253796428797,-0.06814283556497779,-0.6379321009527829,"Series([], Name: composer, dtype: object)"
-0.7924127737716665,-0.7668575144597312,-0.3919536979079753,-0.394537643870571,0.46182154780766815,0.20180141036370092,-0.21554086795563332,-0.25577892275899305,-0.4230865989356557,-0.3697210521277765,0.09258836746500498,-0.24024247117786335,-0.11312906872308146,-0.5077852835724602,0.5710833391831848,0.011815684660368753,0.38064398232815766,-0.5176502943090532,-0.12353623054483272,-0.6217523447362788,0.5612264208228847,-0.5108151457847346,0.47791690008057475,-0.6641902042143141,0.17808018679472717,-0.6208577298269755,0.45160127956710877,-0.6401729491894262,-0.06168761042061904,-0.7942888724469139,-0.10647397142280578,-0.6732010053127893,0.06584988451498613,-0.6993301151032715,-0.25710782761700596,-0.6418100728496404,"Series([], Name: composer, dtype: object)"
